Episode,Total Reward,Goal Reached
1526,82.0,True
1527,82.0,True
1528,82.0,True
1529,82.0,True
1530,82.0,True
1531,82.0,True
1532,82.0,True
1533,82.0,True
1534,82.0,True
1535,-28.0,False
1536,-114.0,False
1537,-113.0,False
1538,82.0,True
1539,82.0,True
1540,82.0,True
1541,-113.0,False
1542,82.0,True
1543,82.0,True
1544,82.0,True
1545,83.0,True
1546,82.0,True
1547,83.0,True
1548,81.0,True
1549,-27.0,False
1550,82.0,True
1551,-113.0,False
1552,81.0,True
1553,82.0,True
1554,-113.0,False
1555,82.0,True
1556,82.0,True
1557,83.0,True
1558,82.0,True
1559,82.0,True
1560,82.0,True
1561,83.0,True
1562,-28.0,False
1563,82.0,True
1564,82.0,True
1565,82.0,True
1566,-28.0,False
1567,82.0,True
1568,-28.0,False
1569,-28.0,False
1570,-113.0,False
1571,-28.0,False
1572,83.0,True
1573,-113.0,False
1574,82.0,True
1575,-113.0,False
1576,82.0,True
1577,83.0,True
1578,83.0,True
1579,83.0,True
1580,82.0,True
1581,83.0,True
1582,83.0,True
1583,-28.0,False
